protocol,duration,src_bytes,dst_bytes,pkts,conn_rate,failed_logins
tcp,0.931873673244137,4009,2023,6,2.601443888812784,0
tcp,0.8076344699055538,3591,3872,8,2.499312596045228,0
udp,0.0,5926,5003,11,2.1261355792249494,0
udp,1.2500941906184222,4394,4240,8,1.6913163463004341,0
icmp,1.2040027175690668,4110,2405,14,2.942938952228391,0
icmp,10.128948301908881,51280,238099,267,36.413702632604334,9
tcp,0.6983275545885949,5867,4302,6,2.303318782144902,0
icmp,0.8055390962847231,3780,3686,8,1.7472480504559882,0
udp,1.28052681032962,3907,2446,7,2.447151868410386,0
icmp,0.16877641463476079,2391,4710,5,2.808664402052372,0
tcp,0.0,3694,4304,4,3.795732233664423,0
tcp,10.393318439432509,9938,70900,460,28.74963660397058,7
icmp,0.926546736484217,6686,2198,9,1.8204892525763627,0
udp,0.234037357466081,4774,4558,9,2.7970833070129784,0
icmp,1.0516412121788619,4075,3263,7,2.702033647395297,0
udp,1.0250093037411911,4569,2485,10,2.659650201488063,0
tcp,0.4686295181793573,6233,3660,10,3.3473445144085336,0
udp,0.030103517006307645,1795,2950,11,2.0890201373463024,0
icmp,0.6045338367584279,6771,2543,6,2.7017616623229768,0
tcp,0.8182853478819946,4640,549,7,3.7137627340365733,0
udp,1.146110018532189,5270,3910,8,3.3077799568347195,0
tcp,0.0,6725,5036,4,3.182285917750037,0
tcp,0.5990647671673417,4057,5255,9,2.7481822359065124,0
icmp,0.428922202926023,4958,2693,10,2.1797812913479384,0
udp,1.493812511497297,3971,5235,6,3.3911329087547206,0
tcp,0.6774525671484295,2985,3171,5,2.8457458475226236,0
icmp,0.6945299421014873,3998,4383,11,2.122714793624147,0
udp,0.7068281115958656,3927,5496,11,2.798487264146007,0
udp,1.6865986221638885,3727,5616,5,1.864829221937942,0
icmp,0.5666812913613859,3422,5606,5,2.097851396421772,0
icmp,0.3131327881076569,5452,4194,6,3.1844403096990943,0
tcp,1.2047739507567805,5367,6027,8,2.574382855079852,0
tcp,1.7626417128576404,1845,5467,8,1.868560955819662,0
udp,15.09607589402769,95469,37118,335,26.48363812514595,14
udp,0.16593736794978753,3527,2713,2,1.1938085813183696,0
udp,0.5582011323102901,309,3611,10,3.920011528406663,0
icmp,0.3095312484207599,5132,4644,8,3.7343051321126017,0
udp,0.6680471452646891,3720,3989,3,2.7277299895437124,0
icmp,1.3840068237762633,3951,4886,7,3.166390652437274,0
udp,1.376672240290699,3221,1852,7,3.241865967747537,0
udp,1.606457732808122,3911,1945,8,2.6405898121167923,0
icmp,1.0489763905200593,3136,4438,4,1.998538785048229,0
udp,0.2961494006852502,3748,3927,10,2.6657671903190665,0
udp,0.9739038757946311,2184,4087,8,2.4482407431548054,0
udp,0.3257912878192399,5402,4521,9,3.099932187248052,0
udp,0.6804410430168008,6120,3224,7,1.6678178362893217,0
udp,0.5619740592541786,3229,4203,3,2.0127474481869756,0
tcp,0.8042281270253585,2493,1653,8,3.2674556755631556,0
udp,1.510247482033201,3013,4159,4,2.1668470758873437,0
tcp,0.9857973205629595,3908,4206,7,2.283097375720451,0
icmp,0.23235593554112954,5243,1875,15,1.0708267935534042,0
udp,0.3443165602847155,2712,3479,10,3.2370567063567237,0
tcp,1.2822485852086982,3819,2798,15,2.8809814187674996,0
udp,0.9236011301021808,1938,5061,6,4.361879654643932,0
tcp,0.7022256138503145,2861,4527,13,3.4531000535600254,0
icmp,0.5923394396227971,2071,3197,8,1.4760319096979688,0
tcp,0.9513411187792696,2563,3328,5,0.9739392376437306,0
icmp,0.48733429566238423,4743,3655,9,2.659945601840763,0
tcp,1.2510977924270426,6621,3144,7,2.5051220903092135,1
icmp,2.0221545057668813,4049,2921,10,2.602763545047143,0
udp,1.0808357070183103,3541,2312,3,3.164515408657261,0
tcp,0.42721472719686227,6277,4746,5,2.3022837286177986,0
udp,0.4978937080472959,4030,2859,12,1.4942326103125627,0
tcp,1.1880682600512231,2296,2539,7,3.4671505061243173,0
icmp,1.0344557117478712,2790,4497,8,2.381585090529644,0
udp,1.5129945952307264,4172,1734,12,2.1815951095545874,0
icmp,1.0206386860019048,3662,3242,9,2.101123306729603,0
udp,0.44254011831678036,4075,5107,6,2.0886535424178785,0
tcp,0.708773063222222,4666,6061,8,3.56385972547366,0
icmp,0.8232928084721726,3209,1954,13,3.5332409182786133,0
tcp,1.2374724219963567,1864,3116,5,3.8187514938579614,0
icmp,0.7970321200583135,3225,3571,7,2.2433519690345687,0
icmp,0.329192962723616,2894,3846,6,2.9907017250543033,1
icmp,0.5211805886583536,5251,3765,10,3.3009864848920807,0
tcp,1.7288356861783396,3851,4107,10,1.8305923476757722,0
icmp,1.229985112813767,5164,5083,7,2.7233879162985484,0
udp,0.382655212515032,4634,5947,15,3.607602344558326,0
udp,0.9294799512082061,2045,4856,6,2.590032948013605,0
icmp,1.0906947318873745,4973,3169,11,1.4493291932079797,0
tcp,1.008055933817772,6695,5451,5,2.976607745263403,0
icmp,0.0,5889,5187,11,2.471466703999253,0
icmp,0.0,4570,4500,11,2.2683890909818243,0
tcp,0.9491826450786561,6115,4264,8,1.8021823821427991,0
udp,0.9271461063455024,3534,1221,7,2.923238531982166,0
icmp,1.414924679110975,4822,2347,6,2.242799723399564,0
icmp,0.2139231331357936,5428,3843,7,2.2712848753546657,0
tcp,1.10601317348076,4278,4464,6,2.3212539428957766,0
udp,1.3922723746977195,3192,2254,13,2.6075665955930267,0
icmp,0.9281329294185143,5402,6127,9,3.5204438520536963,0
icmp,1.0359466790996978,5535,2905,5,2.097113359783726,0
udp,1.1520235186406842,5129,3695,3,2.482005980182655,0
udp,0.0,3940,4246,14,2.698897920911241,0
icmp,0.3537106007424245,4701,5140,8,1.6375882058220683,0
udp,1.162621312354986,3604,5084,7,2.573871394339334,0
tcp,2.2763596596485454,4465,2596,12,2.302171826208854,0
tcp,0.7260922000083173,6936,3358,12,2.1692796932840777,0
udp,0.3068972503567822,3013,5695,10,3.5110636366162895,0
icmp,0.22558880494130285,3597,4850,5,2.3381021003782525,0
tcp,0.6435773640031286,3702,2325,8,2.205970229113441,0
icmp,0.8606841660331743,3399,4110,9,1.123287088470229,0
tcp,0.05269510101397912,2397,673,11,2.290930113212891,0
icmp,0.5506613979061877,3523,2437,10,2.1536438915912424,0
tcp,1.3552194336341299,6128,3330,8,2.297191097775845,0
icmp,1.1103487943891803,3031,858,14,4.070013957935257,0
icmp,0.811269261732638,4760,2216,7,2.1235734666469686,0
udp,0.22593828888052425,3967,3861,12,3.5958580195604757,0
tcp,0.11761568552371615,3434,3569,8,1.8502198159129244,0
icmp,4.0857574769533365,116676,121859,177,42.3420523899925,10
udp,1.2901468520589259,3058,2940,6,2.172764410508724,0
icmp,0.7232845025703711,2573,3052,9,1.932206660638832,0
tcp,0.6476415457212853,3193,3288,8,2.4588044001178058,0
udp,1.1758274857811424,4679,3947,8,2.232709228815387,0
tcp,1.4105832042268647,4230,1673,4,2.1711855684317,0
tcp,15.201519605612784,100971,186956,253,29.434751788273246,16
tcp,0.09100456695706605,3201,3844,9,2.9235369108191387,0
icmp,1.2807160646826747,4552,4875,5,3.3383617910476224,0
udp,0.9346821635937639,2823,4290,6,2.96259205701915,0
tcp,0.6017677725682689,3474,3067,6,2.2561301853144298,0
tcp,1.0306320483596045,3571,4030,10,2.268329011661347,0
udp,1.387947033239842,5180,3514,12,2.7050063582679473,0
udp,1.7663995001208466,5303,3805,7,2.6283820542140104,0
udp,0.7102353881089221,3680,4560,4,1.9386550705937955,0
icmp,0.7881636824788362,5148,4580,8,2.1573688534644035,0
tcp,16.163428556431413,57492,60682,204,25.906509802604862,8
udp,13.610869269777337,98245,215472,322,34.29732168455486,2
udp,0.5513947037604913,4390,3495,6,2.944585901995543,0
tcp,0.6254308890164768,1132,3695,6,1.2795435468224448,0
udp,0.5674004845801655,3577,2829,10,1.966403352302745,0
tcp,11.823616539520122,117813,163184,266,18.24883726118644,11
udp,0.14581280542535524,4574,2765,11,1.8157093990164541,0
tcp,0.5674355954281807,5551,1020,3,3.182681670794429,0
tcp,0.8191782618028057,3110,4147,5,2.101800446143719,0
icmp,1.0882997458080483,4097,3593,9,1.3484154498042757,0
udp,0.9808369401891688,732,2517,12,2.009549223771059,0
icmp,26.09678400395776,135155,163504,334,17.04316940078779,9
udp,1.2851433468255382,5310,1327,8,1.455871495537949,0
udp,1.0861390874073327,3322,2610,12,2.500535519754764,0
icmp,0.5378147680823027,1632,2869,8,1.8333899435209604,0
tcp,0.0458383840243175,1124,5455,6,1.9359135557442149,0
icmp,0.27985893501111325,3725,4751,5,2.1826577532866085,0
icmp,0.547964554444734,4475,5146,9,2.6813897544500893,0
tcp,0.412124082112198,3259,4204,1,2.912819597870191,0
icmp,1.1959095706902758,3736,5200,2,3.3432211025792453,0
udp,0.3575933855302121,2702,4731,4,3.5074128052100146,0
icmp,0.7663604378085079,3340,2082,8,2.199299799274813,0
tcp,0.531665194675812,6648,3361,7,2.910656536113315,0
icmp,1.23662909076254,4284,3563,8,1.3798139434452008,0
udp,1.331721430608557,5629,4755,4,3.24474303012412,0
icmp,0.847086557272256,3948,2319,7,3.339283513732256,0
tcp,1.2200490413300273,4715,3919,4,2.0451889950951614,0
udp,1.950065480082539,4734,4211,3,2.673671937674352,0
icmp,0.5881482386056933,1524,3654,7,2.491945545936196,0
udp,1.058955072768808,5542,5865,9,3.481254910923296,0
udp,0.6527158258603547,2223,3697,10,2.3402545100798484,0
tcp,12.715787220661937,51542,138354,28,30.785730547746272,5
tcp,0.0,2177,2997,11,2.3635544027855353,0
udp,1.0494688444681184,3546,2389,7,3.324170572993741,0
icmp,0.36771195978169363,3866,3612,9,2.7264395857234636,0
udp,2.117887740872968,152446,126696,312,33.60620306006712,10
tcp,0.18089019775457194,4480,3390,12,3.3621782826705675,0
icmp,1.039430951465876,4722,4519,6,3.2786884334866864,0
icmp,0.533944603927603,3163,3233,12,1.8584422191899823,0
udp,0.0,85186,155835,124,20.35420830827926,6
tcp,0.8921597992942361,2896,3532,11,3.3089765538802647,0
tcp,13.576797096152843,88518,203222,259,4.701481383023946,13
tcp,0.9253373271780763,2539,4011,10,1.6035945195845374,0
udp,0.514871443450287,1751,3448,8,2.365413528367462,0
udp,1.1919495108964546,2652,3681,10,1.9913003500347712,0
udp,1.1748957328244212,4758,4097,7,3.6431904667997674,0
udp,0.9269661122948978,3425,4907,10,3.41503145451457,0
tcp,0.4687829802076094,4010,3301,7,1.7144675324504242,0
tcp,0.9008108994377493,6483,1887,4,3.017028918216174,0
tcp,2.218964490565472,4339,3074,10,2.222303812661841,0
tcp,0.15965960806788426,4213,3455,10,2.4253246559374473,0
udp,0.9505468331007736,2933,5429,9,2.8471479514815696,0
icmp,1.9471077957109406,5991,3966,6,3.2228501122370385,0
icmp,1.805957926996335,4737,4585,9,2.1532231510714324,0
icmp,1.4699692065391048,4796,2223,9,3.4950548344212606,0
udp,0.0,4289,968,7,2.8042559136026464,0
icmp,0.01914122818497077,2963,3349,6,2.820177513722029,0
udp,0.9954205529899887,2680,3348,10,2.0919348867829224,0
udp,0.0,2040,2108,10,3.9089650282766923,0
udp,0.6906239679280932,5972,6575,2,3.7636876391799987,0
icmp,1.1600376565371964,4371,3615,2,1.9526140866355672,0
tcp,0.9453977328669513,3163,2353,9,2.513927543420201,0
tcp,1.3390622505271756,5073,4076,7,2.8576300721434937,0
icmp,0.003572425056181272,3385,4444,4,1.9761607692100474,0
tcp,1.7740975849550842,4456,3281,7,2.3468090626014977,0
icmp,1.8784645186501927,1695,3132,7,2.577735911190431,0
udp,1.4635690234960514,4269,4701,6,2.498691901272754,0
icmp,1.0139002552891703,4190,3930,4,2.2312986224545113,0
udp,0.5702927842761816,3365,4910,2,2.9169081213204593,0
icmp,0.4186424603895411,4824,2045,12,2.4339232757694607,0
udp,0.26254793709571256,3840,3508,8,2.527790375581842,0
tcp,0.5970227817418488,3393,2923,2,3.4650801049758093,0
tcp,0.4466171730585447,3481,3701,7,3.644951006258828,0
icmp,0.5606570446798234,4333,2773,8,2.717052096825992,0
udp,0.7002587660648273,3101,3244,7,2.1298540297053337,0
udp,0.5041018618154297,2556,2740,9,2.6915987276436564,0
udp,0.805813997147586,3159,2200,7,2.7103228155451555,0
tcp,0.12143119192521179,2556,2166,5,2.285579716166781,0
icmp,0.8341482521447688,3474,4110,9,2.744383187923838,1
icmp,0.9803119390512258,4389,4402,7,2.4182818756225806,0
icmp,0.6305448231083024,4835,3805,2,1.0141899329774555,0
icmp,0.8940444762503774,2330,3899,17,2.574757740079865,0
tcp,0.9405234181299865,4357,4047,8,2.925032553315557,0
udp,0.7375404031531944,3459,3257,10,1.3422316238222614,0
icmp,1.1303289920010129,3349,4460,8,1.4969097198169952,0
icmp,0.7573484611571598,3015,1528,4,2.355851319515243,0
icmp,0.4721910368046459,4356,4902,3,2.9891874899855413,0
icmp,0.3837381037065151,5443,5096,9,2.725943062432836,0
icmp,0.0,6341,1247,9,3.643123843087046,0
icmp,0.7027387807685488,6252,3353,6,3.204632282832293,0
tcp,0.7121545057273934,4939,3129,11,2.329728092807977,0
icmp,0.7283103563076843,3022,5612,8,1.6688044771688517,0
tcp,2.116601565598935,4755,1585,7,2.7299517086715803,0
icmp,0.5725883719590096,5691,3926,1,1.516604312539227,0
tcp,0.32320461509463794,3123,4222,5,2.995783906137525,0
udp,2.3504032138366746,4467,5045,6,1.8991450684613858,0
tcp,1.048183501848017,4640,2639,1,1.833235578197141,0
udp,0.47692866771641695,4116,3933,13,3.0375703727402827,0
icmp,1.0630090264195107,4693,5456,8,2.6644284739297937,0
udp,0.8444265110961648,3534,1497,12,2.825489528951283,0
tcp,0.5947984275516984,2289,2917,9,2.533329599234322,0
tcp,5.246705163198463,52934,164473,117,36.064047694619916,7
icmp,0.6479991766286756,3575,3866,5,1.3718552254862053,0
udp,0.0,4805,6137,6,2.0578570811493044,0
tcp,0.19282795565904087,5798,2739,10,3.6699159791522225,0
udp,0.25219910992662464,5872,2510,7,1.6535538375558407,0
icmp,0.21675476662438464,5021,6134,5,1.0611031656259227,0
icmp,0.9152243422443676,3982,2651,5,1.6917842009993018,0
udp,0.5715884281321616,3145,2585,3,3.545722336308714,0
udp,1.2945309721723843,3131,3597,7,4.287808571657248,1
tcp,1.1506706835619174,5627,4597,4,3.169774953626084,0
icmp,0.9259765850522619,4051,2744,5,1.5460389718677554,0
udp,14.726553163292309,182978,146774,177,31.04281354589355,13
icmp,0.0,3598,4599,6,2.5535971398294737,0
tcp,0.8316438004248737,5303,4480,6,2.140308358062864,0
icmp,0.46331633365494257,2831,3466,8,1.5661580702257227,0
icmp,0.4788041603823138,3512,3179,5,2.3689738416085815,0
tcp,0.9969005253986815,5037,3596,9,3.2951951392384062,0
icmp,1.005345174359401,3388,4794,5,2.557397982774661,0
icmp,0.5023182049510101,3812,2617,8,2.0730434183232855,0
tcp,1.3678742185423478,2504,4130,6,2.620878321241913,0
tcp,1.615979781600648,1416,3947,8,2.7233593220703014,0
tcp,0.782390734080943,4721,3482,6,4.183580013733174,0
tcp,0.777133159205571,3415,3711,12,2.9629861732638485,0
icmp,0.9644579912441419,4982,5325,2,2.9330089666480754,0
tcp,1.2319630979971652,3595,4192,8,2.078826721593116,0
udp,0.7459986655940294,4495,2864,7,2.460956973425793,0
icmp,0.48127648608645823,4182,5235,5,2.333150051580479,0
udp,0.0,3944,4195,8,3.5833289710189433,0
tcp,0.8683207733765187,3921,2957,9,2.641197661381346,0
tcp,8.120681780368095,156919,238838,269,30.103552246765783,15
udp,0.5244764701110267,3737,3574,3,2.314805330989419,0
udp,0.9012534475476298,4620,3812,5,2.8220386026564146,0
tcp,1.190262148317149,5367,2506,8,2.7649923720252634,0
udp,0.01579241959193467,3791,3141,14,2.298958942805146,0
udp,1.1711703653678212,3712,4621,5,3.181152868323906,0
tcp,0.03664260664786034,3879,2902,7,3.0289006307438093,0
udp,0.9916372675052687,3623,4786,8,1.828579808808271,0
tcp,0.9229579570901725,3912,5037,11,2.0348377793011716,0
icmp,1.0143198734250176,1941,1801,11,3.817623614550472,0
udp,0.5886978308528058,3847,4594,6,3.807352649695944,0
udp,0.6424570914694478,2415,3545,8,0.891943038889925,0
icmp,1.5597132818710295,4683,5431,5,2.535191366923276,0
icmp,1.0453497572377908,2890,4127,13,2.3257223495232804,0
udp,0.4820065458268098,2579,4296,16,1.760296885674494,0
tcp,0.1749879054936565,2532,4370,4,2.3785643333359654,0
icmp,1.0696885643513587,4722,3555,3,3.2681371475289245,0
udp,0.21670472529878515,3171,2850,17,1.2102598722422448,0
icmp,0.07730006730704175,5149,4485,9,2.9989084101034353,0
udp,23.34483787878706,184448,140342,303,21.00580706563322,2
udp,0.7452120977252957,3036,3895,9,3.565941810823117,0
icmp,1.1531333510409985,5840,4116,6,2.5942196625380474,0
icmp,1.5653376112718937,3273,3998,9,1.639352912429978,0
tcp,1.2571766018760364,192459,130038,213,16.961077995722867,8
icmp,0.0,5487,2814,9,1.5406060246486848,0
udp,1.1771436991996098,3483,4228,6,2.6705281981592046,0
icmp,1.211395675112231,4719,3092,11,3.1983234088847343,0
icmp,0.5646633739862704,2734,3945,4,1.5406190942632234,0
tcp,0.6845881264794499,5143,5799,8,3.143710935892007,0
icmp,0.5459257753937141,3181,2137,8,1.9982767746196082,0
udp,1.0651269425309757,4232,3841,13,2.5950328170692125,0
tcp,0.46934577867165106,4997,2942,9,2.574211419589049,0
tcp,0.7971624468605104,5469,6356,3,2.3546012452420766,0
icmp,0.5090094209257994,6051,4849,8,3.097307364201142,0
udp,1.3650964554970462,6172,5329,11,1.3830691303823908,0
icmp,0.2927924149409934,2844,4070,10,2.2166045785429804,0
tcp,1.3595679943324739,4270,3537,4,2.809769588260336,0
icmp,0.5053518342357057,5176,2585,10,2.4593546326450797,0
udp,0.8417950212474994,4254,2919,7,2.7296048552353547,0
icmp,1.0386305440858896,5092,3812,9,3.7329875782459836,0
udp,0.7809202400574741,6971,3771,8,1.8299975762568221,0
udp,0.31029709774245967,3853,5088,5,1.7162786015546132,0
tcp,0.46410529365203146,3664,4185,17,2.1520578906276073,0
icmp,1.7295123851478946,4144,4048,6,2.5840258962232303,0
udp,19.87973163713997,181054,190028,180,17.09468059861951,6
icmp,0.489412681254955,5526,6104,6,2.5192512708436037,0
icmp,16.663191284163325,129029,36227,203,3.785581264460788,8
udp,0.8958544056421471,4198,4693,9,2.170234908102781,0
tcp,0.31743931756798444,3397,1457,5,2.173061601506328,0
icmp,12.31582629790454,98657,19092,235,31.302759880781117,8
tcp,1.2775243584085147,1913,5815,11,3.6706382168185847,0
icmp,1.2980004674130639,4930,4043,10,2.6861222960295374,0
udp,20.879354268495618,70728,137737,460,3.301308824575493,9
icmp,0.3169724490772364,4960,3791,9,3.278511006505049,0
tcp,1.3933642035549267,3592,4606,7,1.5511644272939364,0
icmp,6.944923460264982,109856,146280,286,32.87509361384178,9
tcp,0.208593111100155,3905,4624,8,2.2609145536157356,0
icmp,0.8210637193414327,3042,2802,11,2.1599179155502615,0
udp,0.0,4040,3740,11,1.7253254240956795,0
tcp,0.16889911025083892,6862,2495,9,2.739990428039558,0
udp,0.5657019837833542,2579,5112,10,3.867376809261394,0
icmp,23.13713639844314,73861,156638,233,52.638563292906866,7
icmp,0.8785710730535776,2783,6185,9,3.2686080673412525,0
udp,0.08669342374338651,4439,4792,9,3.862550880193685,0
icmp,1.6470923767050765,3368,4106,4,2.263540224041435,0
tcp,0.4220628844616885,3468,2430,6,3.367603748242551,0
icmp,0.3131018033559038,2388,3659,6,2.0826489943695594,0
tcp,16.653673274973052,8423,3958,261,14.102802035365631,10
icmp,0.31206212099784,5038,3857,9,1.266058029377494,0
icmp,0.5077595446187233,4244,4717,11,1.9218604537403343,0
icmp,0.0,3650,3642,10,2.0085668557407645,0
icmp,0.8088561418314971,3675,3905,5,2.2027357076652456,0
udp,0.4511130481541451,4795,4209,12,3.2815280139656178,0
icmp,0.986119977938468,4455,2536,8,2.873962601327706,0
udp,1.4519290521968946,5259,4301,8,2.790085575283052,0
tcp,0.18881709566406701,2780,3379,11,2.941540164938318,0
udp,1.0978653370182516,4106,2559,3,3.1009001339284135,0
udp,0.9901600543403919,3728,4794,10,2.6480125044724763,0
icmp,0.7869161086118227,2953,4538,5,2.4320127973202808,0
udp,1.254023662760979,3729,2538,7,1.8048193627003535,0
udp,0.2925702943526609,2621,3169,7,2.6140905960013145,0
tcp,1.1662341959756077,5763,2779,1,2.4204036233703126,0
udp,0.9033903118675898,4343,2091,7,3.182357128666685,0
tcp,1.5685107133594467,5116,3609,8,2.556031467342697,0
tcp,0.8789733087633251,3865,3725,3,2.3518594786438984,0
tcp,0.7683959662897305,4276,6155,8,3.7363320494684795,1
udp,0.6010452063471382,4361,4163,9,3.2417234488003843,0
udp,0.9503674745874845,4911,1844,7,3.461490944831,0
icmp,0.4348657784046252,3835,3512,5,3.867647482830338,0
udp,0.7566420428830677,2042,4514,6,2.818233069956175,0
udp,1.3857078208642746,3604,3178,4,2.3963016370961263,0
udp,0.7843509425055883,3546,3515,4,2.832730161253203,0
udp,0.047878662681035355,2788,3720,8,2.4413546967408104,0
tcp,1.1098075846507605,3247,4141,9,2.569713135949149,0
icmp,13.42213338531015,140677,242778,348,24.538371217036456,8
icmp,1.0958080752243458,5224,2382,5,2.2603002398994034,0
udp,0.15957366576456433,3888,4678,4,2.172509586994121,0
udp,0.3621537743566116,3162,5165,7,1.6053864694334519,0
udp,0.3341397104119954,4469,2466,9,1.5954369980386756,0
udp,0.29807260891162435,3222,2847,11,2.2855147013330224,0
udp,0.5534542301432857,2982,1270,8,2.5451650806156185,0
udp,0.3769625818523128,3097,4312,7,2.1999758290567826,0
udp,0.7667170323879712,4752,6097,5,1.7632680827115985,0
tcp,0.5264217504464206,5508,5014,13,2.73176478488785,0
udp,0.8884718248330055,5654,4775,5,2.263135238842296,0
tcp,0.7980685388537174,1888,5273,3,2.192815377172897,0
tcp,0.7728126295422891,4543,3721,11,1.5419058234752137,0
icmp,0.6141016950763528,2868,3441,9,3.8368651171027572,0
icmp,0.6262498122559836,4388,2102,9,1.8658361170158058,0
tcp,0.8599552220274883,4643,3706,5,2.346035511470615,0
icmp,0.5975019637755751,3949,3609,11,2.8600701100964834,0
icmp,1.771629581786763,3816,2904,2,1.1298507010710257,0
udp,0.3240265874602863,1571,5994,8,2.9472649264643245,0
tcp,0.5703263988593539,3399,4148,5,2.4900764104978586,0
udp,0.7137650638511381,3138,5598,5,2.841280872651804,0
tcp,1.1429183535184795,7502,4009,4,2.558488866280253,0
tcp,0.6426003364580196,4181,4981,7,2.6374134095281674,0
udp,0.21510993989148908,6699,2101,6,3.2730910078060407,0
tcp,1.3599039115158222,5217,4726,8,4.308155646571991,0
tcp,0.3358494504287734,1709,3904,6,2.2693356152596578,0
udp,1.314486492562192,4211,4549,7,3.2961990942764476,0
tcp,0.7639343590145278,4814,2956,5,2.622684097330662,0
icmp,0.821110464802378,4021,5294,8,1.9838978145185444,0
udp,1.1850897927298445,4049,5139,8,2.150339549333358,0
tcp,0.8351026763579997,4673,2886,5,2.4646174637135356,0
udp,0.0,5218,4612,11,3.4688934788033996,0
udp,1.4032263227708528,4349,4900,8,2.9454064521403382,0
tcp,0.6008945111478476,4775,3325,17,2.5574129882771817,0
udp,1.632081333160397,2813,5762,6,1.7166267205713466,0
tcp,1.6502135986486746,5236,3311,5,3.0800989061931965,0
tcp,1.1832938692177994,1823,6021,5,3.145246419148197,0
tcp,0.9696193762488862,4435,2180,6,2.5144197778643704,0
udp,0.7966890319966674,6782,3430,8,2.547436603772253,0
icmp,0.9042614929747634,1449,3382,2,2.755069661940223,0
icmp,1.2611798154700897,3451,4759,6,3.088137489843716,0
tcp,0.7407084613938174,5494,4124,8,2.548229540624571,0
icmp,0.6019625223604517,4874,4279,5,4.359675581545826,0
icmp,1.1366988378702088,2986,5617,5,3.620760843558366,0
icmp,1.2335674384738091,3806,4931,13,1.9917421176218275,0
tcp,0.58312280924831,5228,5410,9,2.5029499686727226,0
udp,0.4470809967369693,3691,3582,7,2.7155327074283826,0
tcp,1.3195847927181825,5229,3203,7,1.5531167371078731,0
udp,0.8159865674900393,2184,5246,5,2.9018916517840205,0
udp,1.284217658287979,3347,3361,7,2.3460416066358456,0
icmp,0.6318548436039377,3766,3062,4,2.618989575833755,0
tcp,10.255807961563173,166815,365716,322,17.871220908256156,10
